case_id,hearing_date,violation_type,decision,amount_due,amount_paid,outstanding
049408717M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
80083011A,,TLC,UNKNOWN,0,0,0
FI0037996,,TLC,UNKNOWN,0,0,0
FI0037999,,TLC,UNKNOWN,0,0,0
25M03143,2025-10-20,UNKNOWN,UNKNOWN,,,0
0891037649,2025-10-08,DOH MENTAL HEALTH,UNKNOWN,300,0,300
049241982L,2025-12-15,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049235194J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049383842N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049365815Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0803606440,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
0803606459,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
0803606412,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
0803606569,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
049288557Z,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0803606302,2025-10-09,PCS - DOHMH,UNKNOWN,600,0,600
0803606266,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
0803606284,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
0803606248,2025-10-09,PCS - DOHMH,UNKNOWN,2000,0,2000
0803606367,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
039544639J,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
0803606220,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
049391011M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0803606376,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
049288555P,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0803606587,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
049288556R,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049408724K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049390039J,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0803605954,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
0803605963,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
039544630N,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
0703996480,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,250,0,250
049243924M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
012170762L,2025-10-30,FIRE DEPARTMENT OF NYC,UNKNOWN,0,0,0
049247673P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049244257M,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0803606183,2025-10-09,PCS - DOHMH,UNKNOWN,1200,0,1200
049408738L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
012170730R,2025-10-29,FIRE DEPARTMENT OF NYC,UNKNOWN,0,0,0
049408735X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
1083225F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
049395773R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
039544637X,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,1000,0,1000
049288553L,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049290155Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0803606192,2025-10-09,PCS - DOHMH,UNKNOWN,600,0,600
049391008L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049243698N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
039544573X,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
25Q01619,2025-09-15,UNKNOWN,UNKNOWN,,,0
0703998580,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,1500,0,1500
049255776H,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
039544581X,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,2400,0,2400
0703999955,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
0703999946,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
0703999919,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
1082425F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
012170736H,2025-10-29,FIRE DEPARTMENT OF NYC,UNKNOWN,0,0,0
0703999928,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
0703999937,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
049408740K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049246559R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
039544561Z,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049321656X,2025-12-17,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049264745J,2025-12-08,SANITATION RECYCLING,UNKNOWN,100,100,0
049264746L,2025-12-08,SANITATION RECYCLING,UNKNOWN,200,200,0
049232699L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049264742Y,2025-12-08,SANITATION RECYCLING,UNKNOWN,100,100,0
049253521R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049264198J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049350255H,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
014204416Y,2025-10-27,FIRE DEPARTMENT OF NYC,NONE,0,0,0
039159534M,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,6250,0,6250
049232701L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049246557N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049368131L,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049246555J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049373172Y,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,25,0,25
049289239H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049250339R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049390040R,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049246558P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049290156K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049232702N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049368126R,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049368133P,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
039159510H,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049160760L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
039159496K,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049350253Y,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
039159645P,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1600,0,1600
039159646R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049350256J,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049350258N,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049246565N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
039159643L,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049286142H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049286141X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049286143J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049246570H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0703997113,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,1500,0,1500
039159562J,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039159644N,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049285391Y,2025-12-08,SANITATION OTHERS,UNKNOWN,25,0,25
039159552X,2025-11-12,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039544629X,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25Q02401,2025-10-20,UNKNOWN,UNKNOWN,,,0
039159637P,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039159630M,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049257083Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0703997122,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
049285393H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049230114H,2025-12-10,SANITATION RECYCLING,UNKNOWN,25,0,25
25M02306,2025-09-22,UNKNOWN,UNKNOWN,,,0
039159626J,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,300,0,300
039159603R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039159617H,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039159632X,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,12500,0,12500
039159593M,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,500,0,500
039159564N,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039159622M,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049350254X,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049284293X,2025-12-09,SANITATION RECYCLING,UNKNOWN,75,0,75
049391019R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049285584K,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049284302Z,2025-12-09,SANITATION RECYCLING,UNKNOWN,75,0,75
039159628N,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,10000,0,10000
049285708N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049283340P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049255307P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
039159477P,2025-11-12,DEPT. OF BUILDINGS,UNKNOWN,625,0,625
049283342Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049382274J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0891037611,2025-10-08,DOH MENTAL HEALTH,UNKNOWN,300,0,300
039159508Z,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049382272X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049281192N,2025-12-08,SANITATION RECYCLING,UNKNOWN,100,0,100
049132935X,2025-12-08,SANITATION OTHERS,UNKNOWN,25,0,25
049281188K,2025-12-08,SANITATION RECYCLING,UNKNOWN,100,0,100
049228249M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049281186R,2025-12-08,SANITATION RECYCLING,UNKNOWN,100,0,100
049281187Z,2025-12-08,SANITATION RECYCLING,UNKNOWN,50,0,50
049279877N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
25M03057,2025-10-20,UNKNOWN,UNKNOWN,,,0
049230111M,2025-12-10,SANITATION RECYCLING,UNKNOWN,25,0,25
049396887J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049302357M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
039159509K,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049247105R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
048989204Z,2025-12-08,SANITATION COMMERC.WASTE ZONE,UNKNOWN,200,0,200
049122722N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0703998864,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,250,0,250
049247107K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049230115J,2025-12-10,SANITATION RECYCLING,UNKNOWN,25,0,25
047512679H,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049276973J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049276972H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049263787N,2025-12-29,SANITATION OTHERS,UNKNOWN,50,0,50
049292273Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049276967N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049373180Y,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,25,0,25
049276970Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
039544598M,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1000,0,1000
049276971X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
25M02864,2025-09-29,UNKNOWN,UNKNOWN,,,0
049373182H,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,25,0,25
049351247M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
014204442H,2025-10-23,FIRE DEPARTMENT OF NYC,NONE,0,0,0
014204443J,2025-10-23,FIRE DEPARTMENT OF NYC,NONE,0,0,0
049351825P,2025-12-08,SANITATION OTHERS,UNKNOWN,75,0,75
049275487J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049351246K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0703998891,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
049273735K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049273192N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
014204461N,2025-10-28,FIRE DEPARTMENT OF NYC,NONE,0,0,0
049221593J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049284733K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049272599K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049272161X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049272160Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
047512676M,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049269315M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049270407H,2025-12-08,SANITATION RECYCLING,UNKNOWN,50,0,50
049284734M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
014204468X,2025-10-29,FIRE DEPARTMENT OF NYC,NONE,0,0,0
0891030297,2025-10-08,DOH MENTAL HEALTH,UNKNOWN,300,0,300
049270289X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049270400P,2025-12-08,SANITATION RECYCLING,UNKNOWN,50,0,50
049269138K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049270401R,2025-12-08,SANITATION RECYCLING,UNKNOWN,50,0,50
049270403K,2025-12-08,SANITATION RECYCLING,UNKNOWN,50,0,50
039544591J,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049319309Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049284298P,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
0891027134,2025-10-08,DOH MENTAL HEALTH,UNKNOWN,100,0,100
014204495L,2025-10-23,FIRE DEPARTMENT OF NYC,NONE,0,0,0
049270404M,2025-12-08,SANITATION RECYCLING,UNKNOWN,50,0,50
049284299R,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
049284297N,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
039544585N,2025-11-13,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
0891029655,2025-10-08,DOH MENTAL HEALTH,UNKNOWN,100,0,100
0891027107,2025-10-08,DOH MENTAL HEALTH,UNKNOWN,300,0,300
049284292Y,2025-12-09,SANITATION RECYCLING,UNKNOWN,75,0,75
049227497R,2025-12-08,SANITATION RECYCLING,UNKNOWN,50,0,50
049266501M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049162498Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049352594L,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049266312N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049283787L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049266503X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049375238R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049265966H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049379715Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049265175L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
25N01647,2025-09-15,UNKNOWN,UNKNOWN,,,0
049227498Z,2025-12-08,SANITATION RECYCLING,UNKNOWN,100,0,100
0891027125,2025-10-08,DOH MENTAL HEALTH,UNKNOWN,200,0,200
049263376Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0703998956,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
049162496K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049352823X,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0891025255,2025-10-08,DOH MENTAL HEALTH,UNKNOWN,25,0,25
049263374P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049284295J,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
049352816H,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049264279L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049132936H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049352598Z,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049227494L,2025-12-08,SANITATION RECYCLING,UNKNOWN,50,0,50
049352599K,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049260779J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049352817J,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0891017519,2025-10-08,DOH MENTAL HEALTH,UNKNOWN,300,0,300
049352821M,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049227495N,2025-12-08,SANITATION RECYCLING,UNKNOWN,50,0,50
049352818L,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049376803P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049259255K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049352826L,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049352827N,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049227499K,2025-12-08,SANITATION RECYCLING,UNKNOWN,100,0,100
049258696L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049392476R,2025-12-26,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049284296L,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
0891017500,2025-10-08,DOH MENTAL HEALTH,UNKNOWN,25,0,25
049230116L,2025-12-10,SANITATION RECYCLING,UNKNOWN,25,0,25
049227496P,2025-12-08,SANITATION RECYCLING,UNKNOWN,50,0,50
049352596P,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049376801L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049224708Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049375235L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049353895J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223598H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049353689Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223599J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049256552N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049375236N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049256548K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049388648M,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049223596Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049256549M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223594K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223593Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223597X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049256550J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049353896L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223588Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223586K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223589X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049254330Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049254328J,2025-12-08,SANITATION OTHERS,UNKNOWN,25,0,25
049223584R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049254327H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049254324M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049254325Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223591P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049379045Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0703999515,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
049312659R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049387869L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049252436H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0420925F1,2025-10-08,UNKNOWN,UNKNOWN,,,0
0703999506,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
049251953L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0426125F1,2025-10-08,UNKNOWN,UNKNOWN,,,0
049223581L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049255771Z,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0703999039,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,250,0,250
049281287X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049281288H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049221594L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223592R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0703998983,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,750,750,0
049348803R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0703999488,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
049348802P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049247106Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049392480J,2025-12-26,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049348804Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0703998671,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,1800,0,1800
049251952J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049246949M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049246950J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049255770R,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049411416X,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049411415Y,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0456225F2,2025-10-08,UNKNOWN,UNKNOWN,,,0
049246567R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049246572L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049380257Z,2025-12-08,SANITATION OTHERS,UNKNOWN,100,0,100
049379722R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049193543X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049246564L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
25M02894,2025-10-06,UNKNOWN,UNKNOWN,,,0
049252437J,2025-12-08,SANITATION OTHERS,UNKNOWN,100,0,100
049246566P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
0703999497,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
049246948K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223583P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223585Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223590N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049246554H,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
014204434H,2025-10-28,FIRE DEPARTMENT OF NYC,NONE,0,0,0
049246560Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049411408X,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049411407Y,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049356041J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049218998K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049255768H,2025-12-10,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049223595M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049385259P,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049246561X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049385258N,2025-12-08,DOS - ENFORCEMENT AGENTS,UNKNOWN,100,0,100
049395774Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049223582N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049356362K,2025-12-15,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049354902N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049391017N,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408730R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408731Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408729J,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408726Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408732K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408727X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408721P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408722R,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408733M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408716K,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049355058L,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408719X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408723Z,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408713P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408709M,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049256545P,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408700X,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
049408697Y,2025-12-08,SANITATION OTHERS,UNKNOWN,50,0,50
